2024-08-14 00:16:58.812 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 47765 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-14 00:22:58.445 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 2 ms -- 
2024-08-14 00:23:36.312 [Thread-14] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-14 00:23:36.316 [Thread-14] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Shutdown initiated... -- 
2024-08-14 00:23:36.330 [Thread-14] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Shutdown completed. -- 
2024-08-14 00:23:36.815 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 47856 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-14 00:23:36.817 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-14 00:23:37.235 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-14 00:23:37.301 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 64 ms. Found 17 JPA repository interfaces. -- 
2024-08-14 00:23:37.563 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-14 00:23:37.567 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-14 00:23:37.568 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-14 00:23:37.568 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-14 00:23:37.579 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-14 00:23:37.580 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 735 ms -- 
2024-08-14 00:23:37.656 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Starting... -- 
2024-08-14 00:23:37.731 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Start completed. -- 
2024-08-14 00:23:38.265 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-14 00:23:40.868 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@32825603 -- 
2024-08-14 00:23:40.914 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-14 00:23:41.037 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-14 00:23:41.060 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-14 00:23:41.075 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 1f93df5d-4c99-4482-8160-91f6c724b74a
 -- 
2024-08-14 00:23:41.083 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@339c937d, org.springframework.security.web.context.SecurityContextPersistenceFilter@bcc1c1b, org.springframework.security.web.header.HeaderWriterFilter@5a42a216, org.springframework.web.filter.CorsFilter@6647c9ae, org.springframework.security.web.authentication.logout.LogoutFilter@1c1039ab, com.freebe.code.web.filter.JWTAuthenticationFilter@1638feb5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@63443bba, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2cd967d6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2e6a1941, org.springframework.security.web.session.SessionManagementFilter@5ed0a0bb, org.springframework.security.web.access.ExceptionTranslationFilter@6dd0a60e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@30680ce7] -- 
2024-08-14 00:23:41.099 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-14 00:23:41.101 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-14 00:23:41.685 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 5.056 seconds (JVM running for 110.66) -- 
2024-08-14 00:23:41.692 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-14 00:23:48.164 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-14 00:23:48.166 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-14 00:23:48.167 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 1 ms -- 
2024-08-14 00:26:59.779 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-14 00:26:59.785 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Shutdown initiated... -- 
2024-08-14 00:26:59.801 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Shutdown completed. -- 
2024-08-14 00:27:03.729 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 47909 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-14 00:27:03.732 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-14 00:27:03.933 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable -- 
2024-08-14 00:27:03.934 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' -- 
2024-08-14 00:27:05.447 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-14 00:27:05.742 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 283 ms. Found 17 JPA repository interfaces. -- 
2024-08-14 00:27:07.269 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-14 00:27:07.289 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-14 00:27:07.290 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-14 00:27:07.290 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-14 00:27:07.390 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-14 00:27:07.391 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 3456 ms -- 
2024-08-14 00:27:07.882 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Starting... -- 
2024-08-14 00:27:08.232 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Start completed. -- 
2024-08-14 00:27:10.133 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-14 00:27:15.734 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@7ceb2353 -- 
2024-08-14 00:27:15.872 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-14 00:27:16.737 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-14 00:27:17.059 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-14 00:27:17.205 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 31f50fbd-37da-474c-857a-7616ea10c4bd
 -- 
2024-08-14 00:27:17.279 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5d4ba737, org.springframework.security.web.context.SecurityContextPersistenceFilter@f77b59a, org.springframework.security.web.header.HeaderWriterFilter@73376815, org.springframework.web.filter.CorsFilter@35648880, org.springframework.security.web.authentication.logout.LogoutFilter@2a71205, com.freebe.code.web.filter.JWTAuthenticationFilter@5acdc024, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@37402b35, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1613616f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3d43abcc, org.springframework.security.web.session.SessionManagementFilter@6dfea877, org.springframework.security.web.access.ExceptionTranslationFilter@2536055, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@172e6576] -- 
2024-08-14 00:27:17.474 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-14 00:27:17.561 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-14 00:27:19.178 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 15.948 seconds (JVM running for 16.657) -- 
2024-08-14 00:27:20.080 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-14 00:27:20.081 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-14 00:27:20.084 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 3 ms -- 
2024-08-14 01:25:06.625 [http-nio-8990-exec-2] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [org.springframework.http.converter.HttpMessageNotReadableException: Required request body is missing: public com.freebe.code.common.ResultBean<org.springframework.data.domain.Page<com.freebe.code.business.meta.vo.MemberVO>> com.freebe.code.business.meta.controller.MemberController.list(com.freebe.code.business.meta.controller.param.MemberQueryParam) throws com.freebe.code.common.CustomException] -- 
2024-08-14 02:12:20.795 [Thread-11] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-14 02:12:20.809 [Thread-11] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown initiated... -- 
2024-08-14 02:12:20.848 [Thread-11] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown completed. -- 
2024-08-14 02:12:21.429 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 47909 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-14 02:12:21.431 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-14 02:12:22.052 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-14 02:12:22.135 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 80 ms. Found 17 JPA repository interfaces. -- 
2024-08-14 02:12:22.503 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-14 02:12:22.509 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-14 02:12:22.510 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-14 02:12:22.510 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-14 02:12:22.536 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-14 02:12:22.536 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 1077 ms -- 
2024-08-14 02:12:22.738 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Starting... -- 
2024-08-14 02:12:22.843 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Start completed. -- 
2024-08-14 02:12:23.428 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-14 02:12:26.517 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@2abf4451 -- 
2024-08-14 02:12:26.588 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-14 02:12:26.839 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-14 02:12:26.876 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-14 02:12:26.907 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 5ac0d581-7173-4d55-8001-0892996763bc
 -- 
2024-08-14 02:12:26.926 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@61c3876, org.springframework.security.web.context.SecurityContextPersistenceFilter@1039e509, org.springframework.security.web.header.HeaderWriterFilter@1af54ea3, org.springframework.web.filter.CorsFilter@50db52de, org.springframework.security.web.authentication.logout.LogoutFilter@19ae6f9d, com.freebe.code.web.filter.JWTAuthenticationFilter@47427abe, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@449a81f2, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@742a4f94, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@77ce038e, org.springframework.security.web.session.SessionManagementFilter@7468c206, org.springframework.security.web.access.ExceptionTranslationFilter@37bc697d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@572814d7] -- 
2024-08-14 02:12:26.963 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-14 02:12:26.968 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-14 02:12:28.020 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 6.809 seconds (JVM running for 6325.469) -- 
2024-08-14 02:12:28.063 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-14 02:12:29.670 [http-nio-8990-exec-2] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-14 02:12:29.674 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-14 02:12:29.678 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 4 ms -- 
2024-08-14 02:14:05.162 [http-nio-8990-exec-4] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 18650793245, 模板: 2137122, 参数: 957498 -- 
2024-08-14 02:20:36.018 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=5m13s38ms). -- 
2024-08-14 04:00:11.674 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=1h39m35s660ms). -- 
2024-08-14 04:06:24.714 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=5m13s36ms). -- 
2024-08-14 05:35:54.672 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=1h29m29s957ms). -- 
2024-08-14 05:53:12.007 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=17m17s336ms). -- 
2024-08-14 06:44:13.080 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=50m31s59ms). -- 
2024-08-14 08:21:17.431 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=1h37m4s351ms). -- 
2024-08-14 08:39:42.326 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=18m24s896ms). -- 
2024-08-14 08:50:58.843 [HikariPool-2 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-2 - Thread starvation or clock leap detected (housekeeper delta=10m46s510ms). -- 
2024-08-14 08:56:48.351 [Thread-14] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-14 08:56:48.357 [Thread-14] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Shutdown initiated... -- 
2024-08-14 08:56:48.399 [Thread-14] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Shutdown completed. -- 
2024-08-14 08:56:49.403 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 47909 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-14 08:56:49.405 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-14 08:56:49.843 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-14 08:56:49.910 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 64 ms. Found 17 JPA repository interfaces. -- 
2024-08-14 08:56:50.195 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-14 08:56:50.200 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-14 08:56:50.200 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-14 08:56:50.200 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-14 08:56:50.216 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-14 08:56:50.216 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 787 ms -- 
2024-08-14 08:56:50.429 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Starting... -- 
2024-08-14 08:56:50.550 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Start completed. -- 
2024-08-14 08:56:51.068 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-14 08:56:53.391 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@4a361671 -- 
2024-08-14 08:56:53.445 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-14 08:56:53.578 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-14 08:56:53.604 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-14 08:56:53.621 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 634902cd-674a-4b0a-b287-c29b0829e01b
 -- 
2024-08-14 08:56:53.633 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@603495e2, org.springframework.security.web.context.SecurityContextPersistenceFilter@1d67adc3, org.springframework.security.web.header.HeaderWriterFilter@76687d37, org.springframework.web.filter.CorsFilter@30f6808c, org.springframework.security.web.authentication.logout.LogoutFilter@314ea00b, com.freebe.code.web.filter.JWTAuthenticationFilter@1d1e68a8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@63fc649b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@56c82c16, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@24b74d4f, org.springframework.security.web.session.SessionManagementFilter@326ea0de, org.springframework.security.web.access.ExceptionTranslationFilter@15fe74b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@445d3301] -- 
2024-08-14 08:56:53.656 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-14 08:56:54.395 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 5.345 seconds (JVM running for 7246.292) -- 
2024-08-14 08:56:54.412 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-14 08:56:54.434 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-14 08:56:54.440 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Shutdown initiated... -- 
2024-08-14 08:56:54.483 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Shutdown completed. -- 
2024-08-14 09:11:28.776 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 49863 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-14 09:11:28.781 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-14 09:11:29.072 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable -- 
2024-08-14 09:11:29.073 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' -- 
2024-08-14 09:11:30.671 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-14 09:11:30.948 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 269 ms. Found 17 JPA repository interfaces. -- 
2024-08-14 09:11:32.445 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-14 09:11:32.458 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-14 09:11:32.458 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-14 09:11:32.458 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-14 09:11:32.579 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
