2024-08-17 00:00:48.495 [Thread-20] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-17 01:05:12.043 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Start completed. -- 
2024-08-17 01:05:12.831 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-17 01:05:13.217 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-17 01:05:13.443 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 3f32d778-df4f-4d24-a011-c3eb7a2f1bae
 -- 
2024-08-17 01:05:13.567 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1c768b8e, org.springframework.security.web.context.SecurityContextPersistenceFilter@74c1c68e, org.springframework.security.web.header.HeaderWriterFilter@9c20079, org.springframework.web.filter.CorsFilter@120e681, org.springframework.security.web.authentication.logout.LogoutFilter@74c3a982, com.freebe.code.web.filter.JWTAuthenticationFilter@176a1eb6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2c909572, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@38412806, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@71cc7fb1, org.springframework.security.web.session.SessionManagementFilter@36442a1e, org.springframework.security.web.access.ExceptionTranslationFilter@2a678bf6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@15329c30] -- 
2024-08-17 01:05:13.804 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-17 01:05:13.828 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-17 01:05:14.521 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-17 01:05:16.151 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 16.134 seconds (JVM running for 16.842) -- 
2024-08-17 01:05:17.477 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@35267f41 -- 
2024-08-17 01:05:17.692 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-17 01:05:18.367 [restartedMain] WARN  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- Unable to start LiveReload server -- 
2024-08-17 01:05:18.525 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-17 01:05:18.697 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: eced6fea-f902-47b3-9fa6-632d90c4da8e
 -- 
2024-08-17 01:05:18.800 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3b805fed, org.springframework.security.web.context.SecurityContextPersistenceFilter@14eab1bb, org.springframework.security.web.header.HeaderWriterFilter@3d06369e, org.springframework.web.filter.CorsFilter@6c6803b4, org.springframework.security.web.authentication.logout.LogoutFilter@deed699, com.freebe.code.web.filter.JWTAuthenticationFilter@3ff503fe, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@296d2ffc, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@58217ba8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4e070d46, org.springframework.security.web.session.SessionManagementFilter@536c9297, org.springframework.security.web.access.ExceptionTranslationFilter@21033511, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5ef98e50] -- 
2024-08-17 01:05:18.970 [restartedMain] WARN  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext -- Exception encountered during context initialization - cancelling refresh attempt: org.springframework.context.ApplicationContextException: Failed to start bean 'webServerStartStop'; nested exception is org.springframework.boot.web.server.PortInUseException: Port 8990 is already in use -- 
2024-08-17 01:05:18.988 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-17 01:05:19.003 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown initiated... -- 
2024-08-17 01:05:19.025 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown completed. -- 
2024-08-17 01:05:21.108 [http-nio-8990-exec-3] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-17 01:05:21.110 [http-nio-8990-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-17 01:05:21.115 [http-nio-8990-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 5 ms -- 
2024-08-17 02:40:22.527 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=49m46s421ms). -- 
2024-08-17 03:51:54.158 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h11m31s632ms). -- 
2024-08-17 05:13:34.820 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h21m40s663ms). -- 
2024-08-17 06:35:47.906 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h22m13s84ms). -- 
2024-08-17 07:55:02.971 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h19m15s67ms). -- 
2024-08-17 09:21:14.422 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h26m11s450ms). -- 
2024-08-17 10:45:53.179 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h24m38s757ms). -- 
2024-08-17 10:56:55.130 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=11m1s951ms). -- 
2024-08-17 11:24:57.010 [Thread-5] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-17 11:24:57.020 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown initiated... -- 
2024-08-17 11:24:57.047 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown completed. -- 
2024-08-17 11:24:57.721 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 59320 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-17 11:24:57.723 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-17 11:24:58.319 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-17 11:24:58.409 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 88 ms. Found 17 JPA repository interfaces. -- 
2024-08-17 11:24:58.682 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-17 11:24:58.685 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-17 11:24:58.686 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-17 11:24:58.686 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-17 11:24:58.700 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-17 11:24:58.700 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 948 ms -- 
2024-08-17 11:24:58.792 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Starting... -- 
2024-08-17 11:24:58.888 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Start completed. -- 
2024-08-17 11:24:59.454 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-17 11:25:00.388 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@226a4572 -- 
2024-08-17 11:25:00.466 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-17 11:25:00.738 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-17 11:25:00.774 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-17 11:25:00.801 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 0f727a1f-d829-4d33-8229-13baae5baf07
 -- 
2024-08-17 11:25:00.813 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@112305cb, org.springframework.security.web.context.SecurityContextPersistenceFilter@730296be, org.springframework.security.web.header.HeaderWriterFilter@7eddfea, org.springframework.web.filter.CorsFilter@118ad44e, org.springframework.security.web.authentication.logout.LogoutFilter@513506f0, com.freebe.code.web.filter.JWTAuthenticationFilter@3bd2d95d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4820f767, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@215b6306, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@21e19050, org.springframework.security.web.session.SessionManagementFilter@2ed72fc6, org.springframework.security.web.access.ExceptionTranslationFilter@436f0ecf, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6e58855f] -- 
2024-08-17 11:25:00.839 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-17 11:25:00.843 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-17 11:25:01.749 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 4.386 seconds (JVM running for 4663.434) -- 
2024-08-17 11:25:01.785 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-17 11:25:07.572 [http-nio-8990-exec-2] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-17 11:25:07.574 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-17 11:25:07.577 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 2 ms -- 
2024-08-17 11:25:47.643 [http-nio-8990-exec-6] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 13051190965, 模板: 2137122, 参数: 741203 -- 
2024-08-17 11:26:18.770 [http-nio-8990-exec-10] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 您不能为其他成员提交完成任务] -- 
2024-08-17 11:26:39.128 [http-nio-8990-exec-8] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 项目不可结算] -- 
2024-08-17 11:29:21.576 [Thread-8] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-17 11:29:21.582 [Thread-8] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Shutdown initiated... -- 
2024-08-17 11:29:21.594 [Thread-8] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Shutdown completed. -- 
2024-08-17 11:29:22.224 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 59320 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-17 11:29:22.227 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-17 11:29:22.646 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-17 11:29:22.708 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 59 ms. Found 17 JPA repository interfaces. -- 
2024-08-17 11:29:22.961 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-17 11:29:22.966 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-17 11:29:22.967 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-17 11:29:22.967 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-17 11:29:22.982 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-17 11:29:22.982 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 736 ms -- 
2024-08-17 11:29:23.112 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Starting... -- 
2024-08-17 11:29:23.221 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Start completed. -- 
2024-08-17 11:29:23.653 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-17 11:29:24.412 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@18cc0b8e -- 
2024-08-17 11:29:24.450 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-17 11:29:24.605 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-17 11:29:24.628 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-17 11:29:24.646 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 04ebadbd-e2da-4ae0-9b17-2a911f0c9916
 -- 
2024-08-17 11:29:24.654 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3e3ca0d6, org.springframework.security.web.context.SecurityContextPersistenceFilter@4ea258e, org.springframework.security.web.header.HeaderWriterFilter@47021772, org.springframework.web.filter.CorsFilter@6b479f02, org.springframework.security.web.authentication.logout.LogoutFilter@62890872, com.freebe.code.web.filter.JWTAuthenticationFilter@11d5d7c3, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6ef20eed, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@399c3dc6, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6beab499, org.springframework.security.web.session.SessionManagementFilter@2b74bf90, org.springframework.security.web.access.ExceptionTranslationFilter@317b7137, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@5a040d84] -- 
2024-08-17 11:29:24.670 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-17 11:29:24.674 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-17 11:29:25.506 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 3.589 seconds (JVM running for 4927.19) -- 
2024-08-17 11:29:25.525 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-17 11:29:33.489 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-17 11:29:33.492 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-17 11:29:33.494 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 2 ms -- 
2024-08-17 11:29:38.691 [http-nio-8990-exec-4] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 项目还未开始] -- 
2024-08-17 11:31:49.623 [http-nio-8990-exec-1] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 18650793245, 模板: 2137122, 参数: 003092 -- 
2024-08-17 11:33:21.022 [http-nio-8990-exec-5] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 13051190965, 模板: 2137122, 参数: 217030 -- 
2024-08-17 11:34:32.392 [http-nio-8990-exec-10] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 13051190965, 模板: 2137122, 参数: 866009 -- 
2024-08-17 11:35:41.532 [http-nio-8990-exec-7] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 18650793245, 模板: 2137122, 参数: 828089 -- 
2024-08-17 11:37:30.056 [http-nio-8990-exec-7] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 13051190965, 模板: 2137122, 参数: 991099 -- 
2024-08-17 11:38:11.465 [http-nio-8990-exec-5] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 18650793245, 模板: 2137122, 参数: 521580 -- 
2024-08-17 11:38:41.655 [http-nio-8990-exec-10] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 项目不可结算] -- 
2024-08-17 11:38:49.615 [http-nio-8990-exec-5] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 您不能为其他成员提交完成任务] -- 
2024-08-17 11:39:26.659 [http-nio-8990-exec-4] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 13051190965, 模板: 2137122, 参数: 104520 -- 
2024-08-17 11:40:06.558 [http-nio-8990-exec-9] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 您不能为其他成员提交完成任务] -- 
2024-08-17 11:42:03.158 [http-nio-8990-exec-10] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 13051190965, 模板: 2137122, 参数: 746306 -- 
2024-08-17 11:42:36.773 [http-nio-8990-exec-3] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 您不能为其他成员提交完成任务] -- 
2024-08-17 11:42:44.952 [http-nio-8990-exec-6] INFO  com.freebe.code.business.base.service.impl.TecentSmsService -- 发送短信: 号码: 18650793245, 模板: 2137122, 参数: 974762 -- 
2024-08-17 11:51:42.930 [Thread-13] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-17 11:51:42.936 [Thread-13] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Shutdown initiated... -- 
2024-08-17 11:51:42.996 [Thread-13] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-3 - Shutdown completed. -- 
2024-08-17 11:51:43.767 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 59320 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-17 11:51:43.770 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-17 11:51:44.200 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-17 11:51:44.264 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 62 ms. Found 17 JPA repository interfaces. -- 
2024-08-17 11:51:44.502 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-17 11:51:44.505 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-17 11:51:44.506 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-17 11:51:44.506 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-17 11:51:44.523 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-17 11:51:44.524 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 731 ms -- 
2024-08-17 11:51:44.633 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Starting... -- 
2024-08-17 11:51:44.743 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-4 - Start completed. -- 
2024-08-17 11:51:45.168 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-17 11:51:45.916 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@3523ce3f -- 
2024-08-17 11:51:45.949 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-17 11:51:46.059 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-17 11:51:46.075 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-17 11:51:46.102 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: f9e8dc69-df81-4a6b-bb84-3196efa6c0a2
 -- 
2024-08-17 11:51:46.109 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@346b8b7d, org.springframework.security.web.context.SecurityContextPersistenceFilter@4e39638d, org.springframework.security.web.header.HeaderWriterFilter@16a1b879, org.springframework.web.filter.CorsFilter@27a48720, org.springframework.security.web.authentication.logout.LogoutFilter@2a866135, com.freebe.code.web.filter.JWTAuthenticationFilter@55c3a8f0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@33044cf4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@28fd489d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@773056b6, org.springframework.security.web.session.SessionManagementFilter@280bb9e, org.springframework.security.web.access.ExceptionTranslationFilter@6cf22658, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@79e16e9a] -- 
2024-08-17 11:51:46.126 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-17 11:51:46.129 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-17 11:51:46.938 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 3.512 seconds (JVM running for 6268.648) -- 
2024-08-17 11:51:46.953 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-17 11:51:47.913 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-17 11:51:47.918 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
