2024-08-16 00:05:38.553 [http-nio-8990-exec-2] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 您不是本项目的成员] -- 
2024-08-16 01:48:45.127 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 01:48:45.390 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 01:48:45.444 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 53 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 01:48:45.604 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 01:48:45.610 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 01:48:45.611 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 01:48:45.611 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 01:48:45.625 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 01:48:45.625 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 485 ms -- 
2024-08-16 01:48:45.706 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-14 - Starting... -- 
2024-08-16 01:48:45.823 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-14 - Start completed. -- 
2024-08-16 01:48:46.234 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 01:48:46.974 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@552cb669 -- 
2024-08-16 01:48:47.042 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 01:48:47.139 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 01:48:47.155 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 01:48:47.170 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: fc95835a-0ea5-4f3f-b583-bd328e41ba75
 -- 
2024-08-16 01:48:47.180 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7b7a96a7, org.springframework.security.web.context.SecurityContextPersistenceFilter@4ee61, org.springframework.security.web.header.HeaderWriterFilter@326bcb1, org.springframework.web.filter.CorsFilter@31751024, org.springframework.security.web.authentication.logout.LogoutFilter@707d0c6f, com.freebe.code.web.filter.JWTAuthenticationFilter@7233a40d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7b9989b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@31cc7fe9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6941b906, org.springframework.security.web.session.SessionManagementFilter@104ec924, org.springframework.security.web.access.ExceptionTranslationFilter@58dbec26, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@263cb730] -- 
2024-08-16 01:48:47.194 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 01:48:47.197 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 01:48:47.587 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.623 seconds (JVM running for 13540.851) -- 
2024-08-16 01:48:47.600 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-16 01:49:21.484 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 01:49:21.487 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 01:49:21.488 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 0 ms -- 
2024-08-16 01:49:25.299 [http-nio-8990-exec-5] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 项目未完成] -- 
2024-08-16 01:53:50.626 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 01:53:50.632 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-14 - Shutdown initiated... -- 
2024-08-16 01:53:50.659 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-14 - Shutdown completed. -- 
2024-08-16 01:53:51.873 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 56855 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 01:53:51.876 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 01:53:52.071 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable -- 
2024-08-16 01:53:52.072 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' -- 
2024-08-16 01:53:53.587 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 01:53:53.827 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 228 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 01:53:55.365 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 01:53:55.398 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 01:53:55.398 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 01:53:55.399 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 01:53:55.518 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 01:53:55.519 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 3447 ms -- 
2024-08-16 01:53:56.033 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Starting... -- 
2024-08-16 01:53:56.401 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Start completed. -- 
2024-08-16 01:53:58.245 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 01:54:00.662 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@5944f6e2 -- 
2024-08-16 01:54:00.865 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 01:54:01.610 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 01:54:01.921 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 01:54:02.140 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: d2181da3-2c57-412b-a04c-6ff053c6d9ba
 -- 
2024-08-16 01:54:02.231 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7af7936d, org.springframework.security.web.context.SecurityContextPersistenceFilter@655fe678, org.springframework.security.web.header.HeaderWriterFilter@24873a0f, org.springframework.web.filter.CorsFilter@2ca2a2f3, org.springframework.security.web.authentication.logout.LogoutFilter@79d50024, com.freebe.code.web.filter.JWTAuthenticationFilter@15d30329, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@579d40f9, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@79781fce, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5817857, org.springframework.security.web.session.SessionManagementFilter@255ae2ab, org.springframework.security.web.access.ExceptionTranslationFilter@2831f1bd, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@44d335af] -- 
2024-08-16 01:54:02.397 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 01:54:02.417 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 01:54:04.053 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 12.677 seconds (JVM running for 13.383) -- 
2024-08-16 01:54:07.687 [http-nio-8990-exec-2] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 01:54:07.689 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 01:54:07.695 [http-nio-8990-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 6 ms -- 
2024-08-16 02:05:18.766 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=4m52s201ms). -- 
2024-08-16 03:11:11.497 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h5m52s731ms). -- 
2024-08-16 04:37:38.692 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h26m27s197ms). -- 
2024-08-16 06:17:55.826 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h40m17s133ms). -- 
2024-08-16 07:45:31.275 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h27m35s450ms). -- 
2024-08-16 08:02:09.464 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=16m38s187ms). -- 
2024-08-16 09:54:02.742 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2m52s150ms). -- 
2024-08-16 10:28:19.330 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=29m16s542ms). -- 
2024-08-16 10:29:14.365 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=55s36ms). -- 
2024-08-16 10:30:15.121 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m756ms). -- 
2024-08-16 10:33:49.447 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m34s314ms). -- 
2024-08-16 10:50:25.501 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m54s991ms). -- 
2024-08-16 10:59:57.933 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -- HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=9m2s404ms). -- 
2024-08-16 15:35:29.404 [Thread-5] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 15:35:29.417 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown initiated... -- 
2024-08-16 15:35:29.447 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown completed. -- 
2024-08-16 15:57:51.192 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeAir.lan with PID 58242 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 15:57:51.197 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 15:57:51.376 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable -- 
2024-08-16 15:57:51.378 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' -- 
2024-08-16 15:57:52.922 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 15:57:53.155 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 222 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 15:57:54.735 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 15:57:54.753 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 15:57:54.754 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 15:57:54.754 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 15:57:54.876 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 15:57:54.877 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 3499 ms -- 
2024-08-16 15:57:55.516 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Starting... -- 
2024-08-16 15:57:55.889 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Start completed. -- 
2024-08-16 15:57:57.746 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 15:57:59.969 [restartedMain] WARN  org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext -- Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'memberController': Unsatisfied dependency expressed through field 'memberService'; nested exception is org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'memberServiceImpl': Unsatisfied dependency expressed through field 'memberRoleRelationService'; nested exception is org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'memberRoleRelationServiceImpl': Unsatisfied dependency expressed through method 'removeRelation' parameter 0; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'java.lang.Long' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {} -- 
2024-08-16 15:57:59.971 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 15:57:59.978 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown initiated... -- 
2024-08-16 15:57:59.993 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown completed. -- 
2024-08-16 15:58:00.001 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Stopping service [Tomcat] -- 
2024-08-16 15:58:00.047 [restartedMain] INFO  org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener -- 

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled. -- 
2024-08-16 15:58:00.095 [restartedMain] ERROR org.springframework.boot.diagnostics.LoggingFailureAnalysisReporter -- 

***************************
APPLICATION FAILED TO START
***************************

Description:

Parameter 0 of method removeRelation in com.freebe.code.business.meta.service.impl.MemberRoleRelationServiceImpl required a bean of type 'java.lang.Long' that could not be found.

The injection point has the following annotations:
	- @org.springframework.beans.factory.annotation.Autowired(required=true)


Action:

Consider defining a bean of type 'java.lang.Long' in your configuration.
 -- 
2024-08-16 15:58:26.257 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeAir.lan with PID 58244 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 15:58:26.261 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 15:58:26.458 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable -- 
2024-08-16 15:58:26.459 [restartedMain] INFO  org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor -- For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG' -- 
2024-08-16 15:58:28.059 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 15:58:28.290 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 223 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 15:58:29.784 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 15:58:29.796 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 15:58:29.797 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 15:58:29.797 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 15:58:29.910 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 15:58:29.910 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 3450 ms -- 
2024-08-16 15:58:30.537 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Starting... -- 
2024-08-16 15:58:30.914 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Start completed. -- 
2024-08-16 15:58:32.748 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 15:58:35.137 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@c21033f -- 
2024-08-16 15:58:35.321 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 15:58:36.160 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-16 15:58:36.466 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-16 15:58:36.733 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: bfb47c54-93c3-484b-a6ac-29ea208c7e77
 -- 
2024-08-16 15:58:36.813 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@79e5897a, org.springframework.security.web.context.SecurityContextPersistenceFilter@2b4a5b52, org.springframework.security.web.header.HeaderWriterFilter@53277846, org.springframework.web.filter.CorsFilter@3d05bf25, org.springframework.security.web.authentication.logout.LogoutFilter@51f90bd3, com.freebe.code.web.filter.JWTAuthenticationFilter@2c241581, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2f005ece, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6441836e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@27a511b0, org.springframework.security.web.session.SessionManagementFilter@3c5c2407, org.springframework.security.web.access.ExceptionTranslationFilter@7585c213, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@21033511] -- 
2024-08-16 15:58:36.930 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 15:58:36.949 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-16 15:58:38.642 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 12.956 seconds (JVM running for 13.802) -- 
2024-08-16 16:00:23.486 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-16 16:00:23.489 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-16 16:00:23.497 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 8 ms -- 
2024-08-16 16:02:25.515 [Thread-5] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 16:02:25.530 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown initiated... -- 
2024-08-16 16:02:25.550 [Thread-5] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-1 - Shutdown completed. -- 
2024-08-16 16:02:26.039 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeAir.lan with PID 58244 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-16 16:02:26.041 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-16 16:02:26.646 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-16 16:02:26.735 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 88 ms. Found 17 JPA repository interfaces. -- 
2024-08-16 16:02:27.109 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-16 16:02:27.114 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-16 16:02:27.114 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-16 16:02:27.115 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-16 16:02:27.138 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-16 16:02:27.139 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 1071 ms -- 
2024-08-16 16:02:27.328 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Starting... -- 
2024-08-16 16:02:27.396 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-2 - Start completed. -- 
2024-08-16 16:02:28.017 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-16 16:02:28.808 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@6ecafb9e -- 
2024-08-16 16:02:28.880 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-16 16:02:29.142 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
