2024-08-15 00:50:17.114 [Thread-8] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:31:24.585 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:31:24.588 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-15 01:31:25.028 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.584 seconds (JVM running for 14388.113) -- 
2024-08-15 01:31:25.048 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-15 01:34:19.969 [Thread-53] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:34:19.975 [Thread-53] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-13 - Shutdown initiated... -- 
2024-08-15 01:34:20.010 [Thread-53] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-13 - Shutdown completed. -- 
2024-08-15 01:34:20.524 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 52121 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-15 01:34:20.527 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-15 01:34:20.799 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-15 01:34:20.856 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 56 ms. Found 17 JPA repository interfaces. -- 
2024-08-15 01:34:21.016 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-15 01:34:21.020 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:34:21.021 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-15 01:34:21.021 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-15 01:34:21.030 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-15 01:34:21.030 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 486 ms -- 
2024-08-15 01:34:21.086 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-14 - Starting... -- 
2024-08-15 01:34:21.197 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-14 - Start completed. -- 
2024-08-15 01:34:21.505 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:34:21.990 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@6d60d18 -- 
2024-08-15 01:34:22.012 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-15 01:34:22.099 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-15 01:34:22.112 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-15 01:34:22.123 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 6773dabb-e724-404c-945a-2f0f1ccfd459
 -- 
2024-08-15 01:34:22.129 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5df8dd0e, org.springframework.security.web.context.SecurityContextPersistenceFilter@53e49e73, org.springframework.security.web.header.HeaderWriterFilter@60b1cafa, org.springframework.web.filter.CorsFilter@6185357, org.springframework.security.web.authentication.logout.LogoutFilter@622d1457, com.freebe.code.web.filter.JWTAuthenticationFilter@6eb5f98c, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2ec5dc93, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@40cd25ab, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@231204eb, org.springframework.security.web.session.SessionManagementFilter@b2bdfc6, org.springframework.security.web.access.ExceptionTranslationFilter@1ffc4418, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3afa57f7] -- 
2024-08-15 01:34:22.141 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:34:22.144 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-15 01:34:22.473 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.127 seconds (JVM running for 14565.558) -- 
2024-08-15 01:34:22.482 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-15 01:35:29.750 [Thread-57] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:35:29.758 [Thread-57] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-14 - Shutdown initiated... -- 
2024-08-15 01:35:29.794 [Thread-57] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-14 - Shutdown completed. -- 
2024-08-15 01:35:30.249 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 52121 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-15 01:35:30.252 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-15 01:35:30.527 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-15 01:35:30.574 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 46 ms. Found 17 JPA repository interfaces. -- 
2024-08-15 01:35:30.733 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-15 01:35:30.739 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:35:30.740 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-15 01:35:30.740 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-15 01:35:30.749 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-15 01:35:30.749 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 481 ms -- 
2024-08-15 01:35:30.793 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-15 - Starting... -- 
2024-08-15 01:35:30.898 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-15 - Start completed. -- 
2024-08-15 01:35:31.198 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:35:31.680 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@72be74f2 -- 
2024-08-15 01:35:31.709 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-15 01:35:31.840 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-15 01:35:31.881 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-15 01:35:31.916 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: f6a7e21a-ea04-4244-80e3-21a248229e88
 -- 
2024-08-15 01:35:31.929 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6d5f04e1, org.springframework.security.web.context.SecurityContextPersistenceFilter@715c7f11, org.springframework.security.web.header.HeaderWriterFilter@d431888, org.springframework.web.filter.CorsFilter@62ce0abd, org.springframework.security.web.authentication.logout.LogoutFilter@7ebf4a97, com.freebe.code.web.filter.JWTAuthenticationFilter@14769d85, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3de0f268, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@28722a04, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1a1761f4, org.springframework.security.web.session.SessionManagementFilter@398f4fe, org.springframework.security.web.access.ExceptionTranslationFilter@272d6bb1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6de375b4] -- 
2024-08-15 01:35:31.954 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:35:31.958 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-15 01:35:32.352 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.282 seconds (JVM running for 14635.436) -- 
2024-08-15 01:35:32.367 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-15 01:35:38.130 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-15 01:35:38.135 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-15 01:35:38.138 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 1 ms -- 
2024-08-15 01:35:38.327 [http-nio-8990-exec-1] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 项目图片不能为空] -- 
2024-08-15 01:36:29.347 [Thread-61] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:36:29.350 [Thread-61] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-15 - Shutdown initiated... -- 
2024-08-15 01:36:29.388 [Thread-61] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-15 - Shutdown completed. -- 
2024-08-15 01:36:30.130 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 52121 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-15 01:36:30.135 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-15 01:36:30.435 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-15 01:36:30.518 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 79 ms. Found 17 JPA repository interfaces. -- 
2024-08-15 01:36:30.731 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-15 01:36:30.736 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:36:30.737 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-15 01:36:30.737 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-15 01:36:30.746 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-15 01:36:30.746 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 591 ms -- 
2024-08-15 01:36:30.797 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-16 - Starting... -- 
2024-08-15 01:36:30.904 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-16 - Start completed. -- 
2024-08-15 01:36:31.312 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:36:31.912 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@3b76361b -- 
2024-08-15 01:36:31.938 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-15 01:36:32.019 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-15 01:36:32.034 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-15 01:36:32.047 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: 2389cb81-ca67-46be-9ac4-d7f84514cd51
 -- 
2024-08-15 01:36:32.054 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7282bf1e, org.springframework.security.web.context.SecurityContextPersistenceFilter@542b665, org.springframework.security.web.header.HeaderWriterFilter@296b7589, org.springframework.web.filter.CorsFilter@2b4cb118, org.springframework.security.web.authentication.logout.LogoutFilter@4a6518e3, com.freebe.code.web.filter.JWTAuthenticationFilter@6b32ec5d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@23f0eaba, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@51450470, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@8fda14e, org.springframework.security.web.session.SessionManagementFilter@748fe8a8, org.springframework.security.web.access.ExceptionTranslationFilter@2b91a0af, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@508b6ca] -- 
2024-08-15 01:36:32.070 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:36:32.072 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-15 01:36:32.435 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.655 seconds (JVM running for 14695.521) -- 
2024-08-15 01:36:32.447 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-15 01:37:29.249 [Thread-65] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:37:29.255 [Thread-65] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-16 - Shutdown initiated... -- 
2024-08-15 01:37:29.289 [Thread-65] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-16 - Shutdown completed. -- 
2024-08-15 01:37:29.955 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 52121 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-15 01:37:29.959 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-15 01:37:30.265 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-15 01:37:30.313 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 47 ms. Found 17 JPA repository interfaces. -- 
2024-08-15 01:37:30.490 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-15 01:37:30.493 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:37:30.494 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-15 01:37:30.494 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-15 01:37:30.502 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-15 01:37:30.502 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 529 ms -- 
2024-08-15 01:37:30.547 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-17 - Starting... -- 
2024-08-15 01:37:30.657 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-17 - Start completed. -- 
2024-08-15 01:37:30.962 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:37:31.441 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@4756ebc9 -- 
2024-08-15 01:37:31.469 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-15 01:37:31.542 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
2024-08-15 01:37:31.556 [restartedMain] WARN  org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$DefaultTemplateResolverConfiguration -- Cannot find template location: classpath:/templates/ (please add some templates or check your Thymeleaf configuration) -- 
2024-08-15 01:37:31.569 [restartedMain] INFO  org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration -- 

Using generated security password: a828a52f-6196-4029-897c-a6d592ddc21a
 -- 
2024-08-15 01:37:31.576 [restartedMain] INFO  org.springframework.security.web.DefaultSecurityFilterChain -- Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3b6ae25, org.springframework.security.web.context.SecurityContextPersistenceFilter@3c0271dc, org.springframework.security.web.header.HeaderWriterFilter@604214d0, org.springframework.web.filter.CorsFilter@6375a7ee, org.springframework.security.web.authentication.logout.LogoutFilter@63b8329, com.freebe.code.web.filter.JWTAuthenticationFilter@3b6e505f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@23e8d289, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@537ca6b0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4e70a8ad, org.springframework.security.web.session.SessionManagementFilter@4717b121, org.springframework.security.web.access.ExceptionTranslationFilter@747d6114, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@78c400e7] -- 
2024-08-15 01:37:31.592 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Starting ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:37:31.594 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat started on port(s): 8990 (http) with context path '' -- 
2024-08-15 01:37:31.978 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Started GeneralApplication in 2.203 seconds (JVM running for 14755.046) -- 
2024-08-15 01:37:31.985 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.ConditionEvaluationDeltaLoggingListener -- Condition evaluation unchanged -- 
2024-08-15 01:37:42.443 [http-nio-8990-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring DispatcherServlet 'dispatcherServlet' -- 
2024-08-15 01:37:42.449 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Initializing Servlet 'dispatcherServlet' -- 
2024-08-15 01:37:42.452 [http-nio-8990-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet -- Completed initialization in 1 ms -- 
2024-08-15 01:37:46.100 [http-nio-8990-exec-2] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [com.freebe.code.common.CustomException: 项目标签不能为空] -- 
2024-08-15 01:37:56.373 [http-nio-8990-exec-3] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Cannot deserialize value of type `java.util.ArrayList<java.lang.Object>` from Object value (token `JsonToken.START_OBJECT`); nested exception is com.fasterxml.jackson.databind.exc.MismatchedInputException: Cannot deserialize value of type `java.util.ArrayList<java.lang.Object>` from Object value (token `JsonToken.START_OBJECT`)<LF> at [Source: (PushbackInputStream); line: 1, column: 2270] (through reference chain: com.freebe.code.business.meta.controller.param.ProjectParam["tags"]->java.util.ArrayList[0])] -- 
2024-08-15 01:38:16.329 [http-nio-8990-exec-4] WARN  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver -- Resolved [org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Cannot deserialize value of type `java.util.ArrayList<java.lang.Object>` from Object value (token `JsonToken.START_OBJECT`); nested exception is com.fasterxml.jackson.databind.exc.MismatchedInputException: Cannot deserialize value of type `java.util.ArrayList<java.lang.Object>` from Object value (token `JsonToken.START_OBJECT`)<LF> at [Source: (PushbackInputStream); line: 1, column: 2270] (through reference chain: com.freebe.code.business.meta.controller.param.ProjectParam["tags"]->java.util.ArrayList[0])] -- 
2024-08-15 01:38:51.170 [Thread-69] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Closing JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:38:51.173 [Thread-69] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-17 - Shutdown initiated... -- 
2024-08-15 01:38:51.206 [Thread-69] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-17 - Shutdown completed. -- 
2024-08-15 01:38:51.923 [restartedMain] INFO  com.freebe.code.GeneralApplication -- Starting GeneralApplication using Java 1.8.0_372-internal on zhengbiaodeMacBook-Air.local with PID 52121 (/Users/zhengbiaoxie/Workspace/code-wander-backend/target/classes started by zhengbiaoxie in /Users/zhengbiaoxie/Workspace/code-wander-backend) -- 
2024-08-15 01:38:51.928 [restartedMain] INFO  com.freebe.code.GeneralApplication -- No active profile set, falling back to default profiles: default -- 
2024-08-15 01:38:52.224 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Bootstrapping Spring Data JPA repositories in DEFAULT mode. -- 
2024-08-15 01:38:52.274 [restartedMain] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate -- Finished Spring Data repository scanning in 49 ms. Found 17 JPA repository interfaces. -- 
2024-08-15 01:38:52.462 [restartedMain] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer -- Tomcat initialized with port(s): 8990 (http) -- 
2024-08-15 01:38:52.466 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol -- Initializing ProtocolHandler ["http-nio-8990"] -- 
2024-08-15 01:38:52.467 [restartedMain] INFO  org.apache.catalina.core.StandardService -- Starting service [Tomcat] -- 
2024-08-15 01:38:52.467 [restartedMain] INFO  org.apache.catalina.core.StandardEngine -- Starting Servlet engine: [Apache Tomcat/9.0.54] -- 
2024-08-15 01:38:52.476 [restartedMain] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] -- Initializing Spring embedded WebApplicationContext -- 
2024-08-15 01:38:52.476 [restartedMain] INFO  org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext -- Root WebApplicationContext: initialization completed in 529 ms -- 
2024-08-15 01:38:52.521 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-18 - Starting... -- 
2024-08-15 01:38:52.629 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -- HikariPool-18 - Start completed. -- 
2024-08-15 01:38:52.935 [restartedMain] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean -- Initialized JPA EntityManagerFactory for persistence unit 'default' -- 
2024-08-15 01:38:53.428 [restartedMain] INFO  com.freebe.code.common.CommonExecutor -- 启动线程： com.freebe.code.business.meta.service.impl.TransactionTimer$1@225386de -- 
2024-08-15 01:38:53.451 [restartedMain] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration -- spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning -- 
2024-08-15 01:38:53.549 [restartedMain] INFO  org.springframework.boot.devtools.autoconfigure.OptionalLiveReloadServer -- LiveReload server is running on port 35729 -- 
